bathrooms,bedrooms,brokerId,city,comingSoonOnMarketDate,country,currency,datePriceChanged,dateSold,daysOnZillow,desktopWebHdpImageLink,group_type,grouping_name,hiResImageLink,homeStatus,homeStatusForHDP,homeType,imageLink,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,mediumImageLink,newConstructionType,openHouse,open_house_info,photoCount,price,priceChange,priceForHDP,priceReduction,priceSuffix,providerListingID,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,tvCollectionImageLink,tvHighResImageLink,tvImageLink,unit,videoCount,watchImageLink,zestimate,zipcode,zpid
3.0,3.0,15893,Charlotte,,USA,USD,,1083222000000,0,https://photos.zillowstatic.com/p_h/IS3f44qhtcqn8g1000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS3f44qhtcqn8g1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS3f44qhtcqn8g1000000000.jpg,False,True,False,False,,False,False,35.249127,{'is_FSBA': True},1639.0,-80.641428,,0.25,https://photos.zillowstatic.com/p_c/IS3f44qhtcqn8g1000000000.jpg,,,,22,246000.0,,246000.0,,,,1550,False,NC,11105 Renda Ct,193400.0,1599441240000,https://photos.zillowstatic.com/p_l/IS3f44qhtcqn8g1000000000.jpg,https://photos.zillowstatic.com/p_n/IS3f44qhtcqn8g1000000000.jpg,https://photos.zillowstatic.com/p_m/IS3f44qhtcqn8g1000000000.jpg,,,https://photos.zillowstatic.com/p_j/IS3f44qhtcqn8g1000000000.jpg,247392,28215,6216979
1.0,3.0,15893,Charlotte,,USA,USD,,1565161200000,0,https://photos.zillowstatic.com/p_h/ISb91oljc13npp0000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISb91oljc13npp0000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISb91oljc13npp0000000000.jpg,False,True,False,False,,False,False,35.207721,{'is_FSBA': True},1416.0,-80.915507,,0.5599862258953168,https://photos.zillowstatic.com/p_c/ISb91oljc13npp0000000000.jpg,,,,3,222000.0,,222000.0,,,,1545,False,NC,3141 West Blvd,172100.0,1599437640000,https://photos.zillowstatic.com/p_l/ISb91oljc13npp0000000000.jpg,https://photos.zillowstatic.com/p_n/ISb91oljc13npp0000000000.jpg,https://photos.zillowstatic.com/p_m/ISb91oljc13npp0000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISb91oljc13npp0000000000.jpg,222002,28208,6238284
1.0,0.0,15893,Charlotte,,USA,USD,,422866800000,0,https://photos.zillowstatic.com/p_h/ISfk8owbh6okl51000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISfk8owbh6okl51000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISfk8owbh6okl51000000000.jpg,False,True,False,False,,False,False,35.2628,{'is_FSBA': True},1700.0,-80.743554,,0.25,https://photos.zillowstatic.com/p_c/ISfk8owbh6okl51000000000.jpg,,,,27,185000.0,,185000.0,,,,1500,False,NC,7017 Covecreek Dr,149900.0,1599433140000,https://photos.zillowstatic.com/p_l/ISfk8owbh6okl51000000000.jpg,https://photos.zillowstatic.com/p_n/ISfk8owbh6okl51000000000.jpg,https://photos.zillowstatic.com/p_m/ISfk8owbh6okl51000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISfk8owbh6okl51000000000.jpg,185071,28215,6197393
3.0,4.0,15893,Charlotte,,USA,USD,,1561532400000,0,https://photos.zillowstatic.com/p_h/ISjj61ip5wky0g1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISjj61ip5wky0g1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISjj61ip5wky0g1000000000.jpg,False,True,False,False,,False,False,35.282792,{'is_FSBA': True},1978.0,-80.817896,,0.5,https://photos.zillowstatic.com/p_c/ISjj61ip5wky0g1000000000.jpg,,,,45,274900.0,,274900.0,,,,1500,False,NC,3300 Cedarhurst Dr,147700.0,1599431040000,https://photos.zillowstatic.com/p_l/ISjj61ip5wky0g1000000000.jpg,https://photos.zillowstatic.com/p_n/ISjj61ip5wky0g1000000000.jpg,https://photos.zillowstatic.com/p_m/ISjj61ip5wky0g1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISjj61ip5wky0g1000000000.jpg,141542,28269,6160355
1.0,3.0,15893,Charlotte,,USA,USD,,871887600000,0,https://photos.zillowstatic.com/p_h/IS3ni4yxwx2hkp1000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS3ni4yxwx2hkp1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS3ni4yxwx2hkp1000000000.jpg,False,True,False,False,,False,False,35.232044,{'is_FSBA': True},1022.0,-80.820928,,8276.0,https://photos.zillowstatic.com/p_c/IS3ni4yxwx2hkp1000000000.jpg,,,,15,350000.0,,350000.0,,,,1500,False,NC,731 E 17th St,217400.0,1599428640000,https://photos.zillowstatic.com/p_l/IS3ni4yxwx2hkp1000000000.jpg,https://photos.zillowstatic.com/p_n/IS3ni4yxwx2hkp1000000000.jpg,https://photos.zillowstatic.com/p_m/IS3ni4yxwx2hkp1000000000.jpg,,,https://photos.zillowstatic.com/p_j/IS3ni4yxwx2hkp1000000000.jpg,350040,28205,6187028
2.0,3.0,15050,Matthews,,USA,USD,,1482220800000,0,https://photos.zillowstatic.com/p_h/IS3zbnlz8pkax31000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS3zbnlz8pkax31000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS3zbnlz8pkax31000000000.jpg,False,True,False,False,,False,False,35.164557,{'is_FSBA': True},1502.0,-80.726004,,0.25,https://photos.zillowstatic.com/p_c/IS3zbnlz8pkax31000000000.jpg,,,,1,230000.0,,230000.0,,,,1459,False,NC,9311 Clifton Meadow Dr,174600.0,1599426300000,https://photos.zillowstatic.com/p_l/IS3zbnlz8pkax31000000000.jpg,https://photos.zillowstatic.com/p_n/IS3zbnlz8pkax31000000000.jpg,https://photos.zillowstatic.com/p_m/IS3zbnlz8pkax31000000000.jpg,,,https://photos.zillowstatic.com/p_j/IS3zbnlz8pkax31000000000.jpg,230026,28105,6278828
1.0,2.0,15893,Charlotte,,USA,USD,,1464678000000,0,https://photos.zillowstatic.com/p_h/ISz31v2lzw88kw0000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISz31v2lzw88kw0000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISz31v2lzw88kw0000000000.jpg,False,True,False,False,,False,False,35.22053,{'is_FSBA': True},1037.0,-80.785003,,8712.0,https://photos.zillowstatic.com/p_c/ISz31v2lzw88kw0000000000.jpg,,,,37,285000.0,,285000.0,,,,1450,False,NC,3426 Draper Ave,233400.0,1599423240000,https://photos.zillowstatic.com/p_l/ISz31v2lzw88kw0000000000.jpg,https://photos.zillowstatic.com/p_n/ISz31v2lzw88kw0000000000.jpg,https://photos.zillowstatic.com/p_m/ISz31v2lzw88kw0000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISz31v2lzw88kw0000000000.jpg,285103,28205,6196271
3.0,3.0,15050,Charlotte,,USA,USD,,1495609200000,0,https://photos.zillowstatic.com/p_h/ISne1tl334bi4o1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISne1tl334bi4o1000000000.jpg,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/p_g/ISne1tl334bi4o1000000000.jpg,False,True,False,False,,False,False,35.165804,{'is_FSBA': True},1890.0,-80.984225,,3092.0,https://photos.zillowstatic.com/p_c/ISne1tl334bi4o1000000000.jpg,,,,32,268000.0,,268000.0,,,,1695,False,NC,5705 Mossdale Ln,227100.0,1599420600000,https://photos.zillowstatic.com/p_l/ISne1tl334bi4o1000000000.jpg,https://photos.zillowstatic.com/p_n/ISne1tl334bi4o1000000000.jpg,https://photos.zillowstatic.com/p_m/ISne1tl334bi4o1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISne1tl334bi4o1000000000.jpg,256675,28278,108265646
2.0,3.0,15893,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISnmn3bu0jhjtr1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISnmn3bu0jhjtr1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISnmn3bu0jhjtr1000000000.jpg,False,True,False,False,,False,False,35.266038,{'is_FSBA': True},1746.0,-80.950178,,0.4,https://photos.zillowstatic.com/p_c/ISnmn3bu0jhjtr1000000000.jpg,,,,14,219900.0,,219900.0,,,,1445,False,NC,7000 Pawtuckett Rd,159500.0,1599411000000,https://photos.zillowstatic.com/p_l/ISnmn3bu0jhjtr1000000000.jpg,https://photos.zillowstatic.com/p_n/ISnmn3bu0jhjtr1000000000.jpg,https://photos.zillowstatic.com/p_m/ISnmn3bu0jhjtr1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISnmn3bu0jhjtr1000000000.jpg,202279,28214,6170737
2.0,3.0,15893,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISfciy0vxaqv300000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISfciy0vxaqv300000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISfciy0vxaqv300000000000.jpg,False,True,False,False,,False,False,35.256194,{'is_FSBA': True},1248.0,-80.903608,,0.4,https://photos.zillowstatic.com/p_c/ISfciy0vxaqv300000000000.jpg,,,,14,199900.0,,199900.0,,,,1245,False,NC,4115 Westgate Ln,116900.0,1599407400000,https://photos.zillowstatic.com/p_l/ISfciy0vxaqv300000000000.jpg,https://photos.zillowstatic.com/p_n/ISfciy0vxaqv300000000000.jpg,https://photos.zillowstatic.com/p_m/ISfciy0vxaqv300000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISfciy0vxaqv300000000000.jpg,176939,28208,6176344
3.0,4.0,0,Charlotte,,USA,USD,,903337200000,0,https://photos.zillowstatic.com/p_h/ISzfygbwgignjv1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISzfygbwgignjv1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISzfygbwgignjv1000000000.jpg,False,True,False,False,,False,False,35.097937,{'is_FSBO': True},2909.0,-80.861588,,0.4166896235078053,https://photos.zillowstatic.com/p_c/ISzfygbwgignjv1000000000.jpg,,,,1,589000.0,,589000.0,,,,2895,False,NC,9962 Foxx Oak Pl,491200.0,1599406620000,https://photos.zillowstatic.com/p_l/ISzfygbwgignjv1000000000.jpg,https://photos.zillowstatic.com/p_n/ISzfygbwgignjv1000000000.jpg,https://photos.zillowstatic.com/p_m/ISzfygbwgignjv1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISzfygbwgignjv1000000000.jpg,530904,28210,6287962
,,15050,Charlotte,,USA,USD,,965718000000,0,https://photos.zillowstatic.com/p_h/ISrpcoj1p86liq0000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISrpcoj1p86liq0000000000.jpg,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/p_g/ISrpcoj1p86liq0000000000.jpg,False,True,False,False,,False,False,35.246411,{'is_FSBA': True},,-80.72099,,0.3899908172635445,https://photos.zillowstatic.com/p_c/ISrpcoj1p86liq0000000000.jpg,,,,6,55000.0,,55000.0,,,,,False,NC,7314 Rothmore St,47500.0,1599402540000,https://photos.zillowstatic.com/p_l/ISrpcoj1p86liq0000000000.jpg,https://photos.zillowstatic.com/p_n/ISrpcoj1p86liq0000000000.jpg,https://photos.zillowstatic.com/p_m/ISrpcoj1p86liq0000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISrpcoj1p86liq0000000000.jpg,,28215,6208101
3.0,3.0,18160,Matthews,,USA,USD,,1598295600000,0,https://photos.zillowstatic.com/p_h/IS3jb4iabgj8i90000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS3jb4iabgj8i90000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS3jb4iabgj8i90000000000.jpg,False,True,False,False,,False,True,35.076945,{'is_FSBA': True},2392.0,-80.723394,,0.25498163452708905,https://photos.zillowstatic.com/p_c/IS3jb4iabgj8i90000000000.jpg,,,,31,326900.0,,326900.0,,,,1850,False,NC,3835 Cameron Creek Dr,269100.0,1599402480000,https://photos.zillowstatic.com/p_l/IS3jb4iabgj8i90000000000.jpg,https://photos.zillowstatic.com/p_n/IS3jb4iabgj8i90000000000.jpg,https://photos.zillowstatic.com/p_m/IS3jb4iabgj8i90000000000.jpg,,,https://photos.zillowstatic.com/p_j/IS3jb4iabgj8i90000000000.jpg,305857,28105,65031399
,,15050,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISnu9qhual0gvq0000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISnu9qhual0gvq0000000000.jpg,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/p_g/ISnu9qhual0gvq0000000000.jpg,False,True,False,False,,False,False,35.246166,{'is_FSBA': True},,-80.720877,,0.3599862258953168,https://photos.zillowstatic.com/p_c/ISnu9qhual0gvq0000000000.jpg,,,,7,55000.0,,55000.0,,,,,False,NC,7308 Rothmore St #26,,1599402240000,https://photos.zillowstatic.com/p_l/ISnu9qhual0gvq0000000000.jpg,https://photos.zillowstatic.com/p_n/ISnu9qhual0gvq0000000000.jpg,https://photos.zillowstatic.com/p_m/ISnu9qhual0gvq0000000000.jpg,# 26,,https://photos.zillowstatic.com/p_j/ISnu9qhual0gvq0000000000.jpg,,28215,2077947122
,,15050,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/IS7i52hh25klvq0000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS7i52hh25klvq0000000000.jpg,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/p_g/IS7i52hh25klvq0000000000.jpg,False,True,False,False,,False,False,35.24594,{'is_FSBA': True},,-80.72074,,0.3599862258953168,https://photos.zillowstatic.com/p_c/IS7i52hh25klvq0000000000.jpg,,,,7,55000.0,,55000.0,,,,,False,NC,7300 Rothmore St #27,,1599401940000,https://photos.zillowstatic.com/p_l/IS7i52hh25klvq0000000000.jpg,https://photos.zillowstatic.com/p_n/IS7i52hh25klvq0000000000.jpg,https://photos.zillowstatic.com/p_m/IS7i52hh25klvq0000000000.jpg,# 27,,https://photos.zillowstatic.com/p_j/IS7i52hh25klvq0000000000.jpg,,28215,2077947137
3.0,2.0,15893,Charlotte,,USA,USD,,1507921200000,0,https://photos.zillowstatic.com/p_h/ISb9hczmw8knhd1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISb9hczmw8knhd1000000000.jpg,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/p_g/ISb9hczmw8knhd1000000000.jpg,False,True,False,False,,False,False,35.361223,{'is_FSBA': True},1413.0,-80.859823,,1306.0,https://photos.zillowstatic.com/p_c/ISb9hczmw8knhd1000000000.jpg,,,,12,175000.0,,175000.0,,,,1300,False,NC,10714 Sleigh Bell Ln,143200.0,1599398940000,https://photos.zillowstatic.com/p_l/ISb9hczmw8knhd1000000000.jpg,https://photos.zillowstatic.com/p_n/ISb9hczmw8knhd1000000000.jpg,https://photos.zillowstatic.com/p_m/ISb9hczmw8knhd1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISb9hczmw8knhd1000000000.jpg,158860,28216,65004262
4.0,4.0,15893,Charlotte,,USA,USD,,1503990000000,0,https://photos.zillowstatic.com/p_h/ISnycjlcp9b7ya0000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISnycjlcp9b7ya0000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISnycjlcp9b7ya0000000000.jpg,False,True,False,False,,False,False,35.047893,{'is_FSBA': True},3230.0,-80.766076,,4791.0,https://photos.zillowstatic.com/p_c/ISnycjlcp9b7ya0000000000.jpg,,,,33,675000.0,,675000.0,,,,3250,False,NC,7736 Waverly Walk Ave,582000.0,1599395640000,https://photos.zillowstatic.com/p_l/ISnycjlcp9b7ya0000000000.jpg,https://photos.zillowstatic.com/p_n/ISnycjlcp9b7ya0000000000.jpg,https://photos.zillowstatic.com/p_m/ISnycjlcp9b7ya0000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISnycjlcp9b7ya0000000000.jpg,655119,28277,242040927
1.0,3.0,15893,Charlotte,,USA,USD,,1529046000000,0,https://photos.zillowstatic.com/p_h/ISv0orv7hrah520000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISv0orv7hrah520000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISv0orv7hrah520000000000.jpg,False,True,False,False,,False,False,35.268057,{'is_FSBA': True},977.0,-80.864279,,7840.0,https://photos.zillowstatic.com/p_c/ISv0orv7hrah520000000000.jpg,,,,23,159900.0,,159900.0,,,,1200,False,NC,2314 Abelwood Rd,87000.0,1599395640000,https://photos.zillowstatic.com/p_l/ISv0orv7hrah520000000000.jpg,https://photos.zillowstatic.com/p_n/ISv0orv7hrah520000000000.jpg,https://photos.zillowstatic.com/p_m/ISv0orv7hrah520000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISv0orv7hrah520000000000.jpg,91948,28216,6180521
4.0,5.0,11527,Charlotte,,USA,USD,,,0,https://www.zillowstatic.com/static/images/nophoto_p_h.png,BUILDER_COMMUNITY,The Palisades   Montage - The Crossings,https://www.zillowstatic.com/static/images/nophoto_p_f.png,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://www.zillowstatic.com/static/images/nophoto_p_g.png,False,True,False,True,,False,False,35.074,{'is_newHome': True},3084.0,-81.0321,,,https://www.zillowstatic.com/static/images/nophoto_p_c.png,BUILDER_PLAN,,,,415000.0,,415000.0,,+,28946156,,False,NC,"Ellery Plan, The Palisades   Montage - The Crossings",,1599373680000,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,# 9R9RUG,,https://www.zillowstatic.com/static/images/nophoto_p_j.png,408457,28278,2078060615
2.0,4.0,15893,Charlotte,,USA,USD,,1559314800000,0,https://photos.zillowstatic.com/p_h/ISrpgb8jam84d81000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISrpgb8jam84d81000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISrpgb8jam84d81000000000.jpg,False,True,False,False,,False,False,35.231609,{'is_FSBA': True},1694.0,-80.814573,,6534.0,https://photos.zillowstatic.com/p_c/ISrpgb8jam84d81000000000.jpg,,,,28,455000.0,,455000.0,,,,1850,False,NC,1616 Pegram St,173200.0,1599365460000,https://photos.zillowstatic.com/p_l/ISrpgb8jam84d81000000000.jpg,https://photos.zillowstatic.com/p_n/ISrpgb8jam84d81000000000.jpg,https://photos.zillowstatic.com/p_m/ISrpgb8jam84d81000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISrpgb8jam84d81000000000.jpg,340259,28205,6187590
2.0,3.0,15893,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISblajhcq3w92b1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISblajhcq3w92b1000000000.jpg,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/p_g/ISblajhcq3w92b1000000000.jpg,False,True,False,False,,False,False,35.309265,{'is_FSBA': True},1360.0,-80.713836,,1742.0,https://photos.zillowstatic.com/p_c/ISblajhcq3w92b1000000000.jpg,,,,1,170000.0,,170000.0,,,,,False,NC,10122 Forest Landing Dr #5601,,1599365460000,https://photos.zillowstatic.com/p_l/ISblajhcq3w92b1000000000.jpg,https://photos.zillowstatic.com/p_n/ISblajhcq3w92b1000000000.jpg,https://photos.zillowstatic.com/p_m/ISblajhcq3w92b1000000000.jpg,# 5601,,https://photos.zillowstatic.com/p_j/ISblajhcq3w92b1000000000.jpg,,28213,2077948404
3.0,2.0,15893,Charlotte,,USA,USD,,1543352400000,0,https://photos.zillowstatic.com/p_h/ISjvzf6dkf9vba1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISjvzf6dkf9vba1000000000.jpg,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/p_g/ISjvzf6dkf9vba1000000000.jpg,False,True,False,False,,False,False,35.327527,{'is_FSBA': True},1284.0,-80.949215,,1001.0,https://photos.zillowstatic.com/p_c/ISjvzf6dkf9vba1000000000.jpg,,,,11,160000.0,,160000.0,,,,1350,False,NC,4764 Stoney Branch Dr,115800.0,1599365460000,https://photos.zillowstatic.com/p_l/ISjvzf6dkf9vba1000000000.jpg,https://photos.zillowstatic.com/p_n/ISjvzf6dkf9vba1000000000.jpg,https://photos.zillowstatic.com/p_m/ISjvzf6dkf9vba1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISjvzf6dkf9vba1000000000.jpg,141267,28216,65016720
2.0,3.0,15893,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISbpx3o6g71yba1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISbpx3o6g71yba1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISbpx3o6g71yba1000000000.jpg,False,True,False,False,,False,False,35.297972,{'is_newHome': True},1689.0,-80.937955,,7840.0,https://photos.zillowstatic.com/p_c/ISbpx3o6g71yba1000000000.jpg,BUILDER_SPEC,,,28,269900.0,,269900.0,,,3654657,,False,NC,631 Stillgreen Ln,20000.0,1599365460000,https://photos.zillowstatic.com/p_l/ISbpx3o6g71yba1000000000.jpg,https://photos.zillowstatic.com/p_n/ISbpx3o6g71yba1000000000.jpg,https://photos.zillowstatic.com/p_m/ISbpx3o6g71yba1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISbpx3o6g71yba1000000000.jpg,,28214,65018803
1.0,0.0,15893,Charlotte,,USA,USD,,1128409200000,0,https://photos.zillowstatic.com/p_h/IS7itkb4biyjpc1000000000.jpg,,,https://photos.zillowstatic.com/p_f/IS7itkb4biyjpc1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS7itkb4biyjpc1000000000.jpg,False,True,False,False,,False,False,35.309384,{'is_FSBA': True},1936.0,-80.984686,,8973.0,https://photos.zillowstatic.com/p_c/IS7itkb4biyjpc1000000000.jpg,,,,1,235000.0,,235000.0,,,,1550,False,NC,935 Woodington Ln,171300.0,1599365460000,https://photos.zillowstatic.com/p_l/IS7itkb4biyjpc1000000000.jpg,https://photos.zillowstatic.com/p_n/IS7itkb4biyjpc1000000000.jpg,https://photos.zillowstatic.com/p_m/IS7itkb4biyjpc1000000000.jpg,,,https://photos.zillowstatic.com/p_j/IS7itkb4biyjpc1000000000.jpg,225787,28214,64939300
3.0,3.0,15050,Charlotte,,USA,USD,,,0,https://photos.zillowstatic.com/p_h/ISv47l6cnq2k151000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISv47l6cnq2k151000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISv47l6cnq2k151000000000.jpg,False,True,False,False,,False,False,35.301946,{'is_FSBA': True},2500.0,-80.680673,,10018.0,https://photos.zillowstatic.com/p_c/ISv47l6cnq2k151000000000.jpg,,,,3,319900.0,,319900.0,,,,,False,NC,4707 Staffordshire Ln,,1599363900000,https://photos.zillowstatic.com/p_l/ISv47l6cnq2k151000000000.jpg,https://photos.zillowstatic.com/p_n/ISv47l6cnq2k151000000000.jpg,https://photos.zillowstatic.com/p_m/ISv47l6cnq2k151000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISv47l6cnq2k151000000000.jpg,,28213,2083209820
2.0,3.0,35,Charlotte,,USA,USD,,,1,https://photos.zillowstatic.com/p_h/ISzvi7y4nvkysn1000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISzvi7y4nvkysn1000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISzvi7y4nvkysn1000000000.jpg,False,True,False,False,,False,False,35.279432,{'is_newHome': True},1400.0,-80.901283,,6098.0,https://photos.zillowstatic.com/p_c/ISzvi7y4nvkysn1000000000.jpg,BUILDER_SPEC,,,21,214222.0,,214222.0,,,10699247,,False,NC,207 1st St,,1599358440000,https://photos.zillowstatic.com/p_l/ISzvi7y4nvkysn1000000000.jpg,https://photos.zillowstatic.com/p_n/ISzvi7y4nvkysn1000000000.jpg,https://photos.zillowstatic.com/p_m/ISzvi7y4nvkysn1000000000.jpg,,,https://photos.zillowstatic.com/p_j/ISzvi7y4nvkysn1000000000.jpg,,28208,2077948683
3.0,3.0,12949,Charlotte,,USA,USD,,,1,https://photos.zillowstatic.com/p_h/ISb1by9ubom6rk0000000000.jpg,BUILDER_COMMUNITY,Elm at Stonecrest,https://photos.zillowstatic.com/p_f/ISb1by9ubom6rk0000000000.jpg,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/p_g/ISb1by9ubom6rk0000000000.jpg,False,True,False,True,,False,False,35.051191,{'is_newHome': True},1894.0,-80.816851,,,https://photos.zillowstatic.com/p_c/ISb1by9ubom6rk0000000000.jpg,BUILDER_PLAN,,,5,334990.0,,334990.0,,+,28997402,,False,NC,"Breckenridge Plan, Elm at Stonecrest",,1599353520000,https://photos.zillowstatic.com/p_l/ISb1by9ubom6rk0000000000.jpg,https://photos.zillowstatic.com/p_n/ISb1by9ubom6rk0000000000.jpg,https://photos.zillowstatic.com/p_m/ISb1by9ubom6rk0000000000.jpg,# UU5QOW,,https://photos.zillowstatic.com/p_j/ISb1by9ubom6rk0000000000.jpg,334991,28277,2078280803
3.0,4.0,15050,Charlotte,,USA,USD,,1458543600000,1,https://photos.zillowstatic.com/p_h/ISfov8f7sgdgr61000000000.jpg,,,https://photos.zillowstatic.com/p_f/ISfov8f7sgdgr61000000000.jpg,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISfov8f7sgdgr61000000000.jpg,False,True,False,False,,False,False,35.172776,{'is_FSBA': True},2394.0,-80.743926,,0.36999540863177227,https://photos.zillowstatic.com/p_c/ISfov8f7sgdgr61000000000.jpg,,,,32,329000.0,,329000.0,,,,1650,False,NC,7525 Briardale Dr,140700.0,1599346440000,https://photos.zillowstatic.com/p_l/ISfov8f7sgdgr61000000000.jpg,https://photos.zillowstatic.com/p_n/ISfov8f7sgdgr61000000000.jpg,https://photos.zillowstatic.com/p_m/ISfov8f7sgdgr61000000000.jpg,,1,https://photos.zillowstatic.com/p_j/ISfov8f7sgdgr61000000000.jpg,253541,28212,6252344
